"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender","bike_share_for_all_trip"
223,"2019-02-28 23:49:27.0270","2019-02-28 23:53:10.5350",28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,50,"2nd St at Townsend St",37.780526,-122.390288,6267,"Customer",1993,"Male","No"
405,"2019-02-28 23:45:39.2340","2019-02-28 23:52:24.8500",109,"17th St at Valencia St",37.7633158,-122.4219039,73,"Pierce St at Haight St",37.7717933,-122.4337079,5130,"Subscriber",1980,"Female","No"
638,"2019-02-28 23:40:32.2730","2019-02-28 23:51:10.6390",98,"Valencia St at 16th St",37.765052,-122.4218661,373,"Potrero del Sol Park (25th St at Utah St)",37.75179164525661,-122.40521550178528,6435,"Subscriber",1973,"Male","No"
471,"2019-02-28 23:42:43.3610","2019-02-28 23:50:34.4460",133,"Valencia St at 22nd St",37.7552126,-122.4209752,133,"Valencia St at 22nd St",37.7552126,-122.4209752,5559,"Subscriber",1992,"Male","No"
318,"2019-02-28 23:45:10.5550","2019-02-28 23:50:28.9050",113,"Franklin Square",37.764555,-122.410345,115,"Jackson Playground",37.7650259,-122.3987734,99,"Subscriber",1985,"Female","No"
148,"2019-02-28 23:47:02.9530","2019-02-28 23:49:31.1410",220,"San Pablo Ave at MLK Jr Way",37.8113514,-122.2734217,180,"Telegraph Ave at 23rd St",37.8126783,-122.2687726,4864,"Subscriber",1983,"Male","No"
305,"2019-02-28 23:44:12.6760","2019-02-28 23:49:17.7000",122,"19th St at Mission St",37.760299,-122.418892,96,"Dolores St at 15th St",37.7662102,-122.4266136,6264,"Subscriber",1984,"Female","No"
1066,"2019-02-28 23:31:16.1390","2019-02-28 23:49:02.7920",58,"Market St at 10th St",37.776619,-122.417385,145,"29th St at Church St",37.7436839,-122.4268059,5938,"Subscriber",1992,"Female","No"
737,"2019-02-28 23:35:45.4420","2019-02-28 23:48:03.1570",87,"Folsom St at 13th St",37.769757,-122.415674,122,"19th St at Mission St",37.760299,-122.418892,6456,"Customer",1992,"Female","No"
328,"2019-02-28 23:42:13.9100","2019-02-28 23:47:42.5430",7,"Frank H Ogawa Plaza",37.8045623549303,-122.27173805236816,195,"Bay Pl at Vernon St",37.81231409135146,-122.26077854633331,5154,"Subscriber",1971,"Male","No"
346,"2019-02-28 23:40:56.0750","2019-02-28 23:46:42.4830",10,"Washington St at Kearny St",37.79539293725452,-122.4047702550888,19,"Post St at Kearny St",37.788975,-122.403452,6488,"Subscriber",1992,"Male","No"
1554,"2019-02-28 23:20:24.0890","2019-02-28 23:46:19.0190",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,284,"Yerba Buena Center for the Arts (Howard St at 3rd St)",37.78487208436062,-122.40087568759917,5411,"Subscriber",1972,"Male","No"
116,"2019-02-28 23:44:00.9880","2019-02-28 23:45:57.4820",104,"4th St at 16th St",37.76704457969368,-122.39083349704742,93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,823,"Subscriber",1959,"Male","No"
747,"2019-02-28 23:32:59.4640","2019-02-28 23:45:26.9530",27,"Beale St at Harrison St",37.7880593,-122.3918648,34,"Father Alfred E Boeddeker Park",37.7839879,-122.412408,6521,"Subscriber",1995,"Male","No"
717,"2019-02-28 23:33:21.0950","2019-02-28 23:45:18.5100",9,"Broadway at Battery St",37.79857210846256,-122.40086898207666,58,"Market St at 10th St",37.776619,-122.417385,6581,"Subscriber",1980,"Male","No"
157,"2019-02-28 23:41:35.8980","2019-02-28 23:44:12.9500",140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,132,"24th St at Chattanooga St",37.7518194,-122.4266139,4571,"Subscriber",1981,"Male","No"
417,"2019-02-28 23:36:35.5790","2019-02-28 23:43:33.0270",310,"San Fernando St at 4th St",37.335885,-121.88566,294,"Pierce Ave at Market St",37.327581,-121.884559,1501,"Subscriber",1993,"Male","Yes"
287,"2019-02-28 23:38:32.5140","2019-02-28 23:43:20.4670",53,"Grove St at Divisadero",37.775946,-122.4377775,377,"Fell St at Stanyan St",37.771916882623145,-122.45370447635652,4958,"Subscriber",1989,"Male","No"
203,"2019-02-28 23:37:29.8330","2019-02-28 23:40:52.8700",106,"Sanchez St at 17th St",37.7632417,-122.4306746,109,"17th St at Valencia St",37.7633158,-122.4219039,6355,"Subscriber",1979,"Male","No"
1441,"2019-02-28 23:15:30.5090","2019-02-28 23:39:32.5030",340,"Harmon St at Adeline St",37.849735,-122.270582,216,"San Pablo Ave at 27th St",37.8178269,-122.2756976,3159,"Subscriber",1974,"Female","Yes"
532,"2019-02-28 23:30:37.9410","2019-02-28 23:39:30.2060",28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,349,"Howard St at Mary St",37.78100971717512,-122.40566611289978,6361,"Customer",1984,"Male","No"
717,"2019-02-28 23:27:21.1620","2019-02-28 23:39:18.9160",121,"Mission Playground",37.7592103,-122.4213392,70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,4449,"Subscriber",1992,"Male","No"
3418,"2019-02-28 22:41:16.3620","2019-02-28 23:38:14.3630",11,"Davis St at Jackson St",37.79728,-122.398436,11,"Davis St at Jackson St",37.79728,-122.398436,319,"Customer","","","No"
401,"2019-02-28 23:30:52.4710","2019-02-28 23:37:33.9550",58,"Market St at 10th St",37.776619,-122.417385,62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,5407,"Subscriber",1990,"Female","No"
3478,"2019-02-28 22:39:35.0200","2019-02-28 23:37:33.3420",11,"Davis St at Jackson St",37.79728,-122.398436,11,"Davis St at Jackson St",37.79728,-122.398436,1846,"Subscriber",1995,"Male","No"
3140,"2019-02-28 22:44:53.5030","2019-02-28 23:37:14.0900",11,"Davis St at Jackson St",37.79728,-122.398436,11,"Davis St at Jackson St",37.79728,-122.398436,3040,"Subscriber",1983,"Female","No"
324,"2019-02-28 23:31:35.7860","2019-02-28 23:36:59.9310",121,"Mission Playground",37.7592103,-122.4213392,138,"Jersey St at Church St",37.7509004,-122.4274114,6592,"Subscriber",1988,"Male","No"
120,"2019-02-28 23:34:58.9860","2019-02-28 23:36:59.3780",140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,138,"Jersey St at Church St",37.7509004,-122.4274114,5518,"Subscriber",1981,"Male","No"
422,"2019-02-28 23:28:50.4640","2019-02-28 23:35:52.5520",240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,5649,"Subscriber",1997,"Male","Yes"
401,"2019-02-28 23:28:53.5080","2019-02-28 23:35:34.9260",240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,4531,"Subscriber",1997,"Female","Yes"
907,"2019-02-28 23:18:17.8690","2019-02-28 23:33:25.0700",61,"Howard St at 8th St",37.7765126,-122.4113061,118,"Eureka Valley Recreation Center",37.7591769,-122.4369431,6070,"Subscriber",1990,"Male","No"
325,"2019-02-28 23:27:40.7690","2019-02-28 23:33:06.0440",36,"Folsom St at 3rd St",37.78383,-122.39887,10,"Washington St at Kearny St",37.79539293725452,-122.4047702550888,6329,"Subscriber",1967,"Male","Yes"
239,"2019-02-28 23:28:42.7090","2019-02-28 23:32:41.7690",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,343,"Bryant St at 2nd St",37.783171989315306,-122.39357203245163,5731,"Subscriber",1986,"Male","No"
828,"2019-02-28 23:18:53.1150","2019-02-28 23:32:41.1170",34,"Father Alfred E Boeddeker Park",37.7839879,-122.412408,53,"Grove St at Divisadero",37.775946,-122.4377775,6265,"Customer",1984,"Male","No"
926,"2019-02-28 23:17:05.8530","2019-02-28 23:32:32.6820",13,"Commercial St at Montgomery St",37.794231,-122.402923,81,"Berry St at 4th St",37.77588,-122.39317,2951,"Subscriber","","","No"
457,"2019-02-28 23:23:32.0350","2019-02-28 23:31:09.4060",345,"Hubbell St at 16th St",37.766482696439496,-122.39827930927277,81,"Berry St at 4th St",37.77588,-122.39317,6132,"Subscriber",1982,"Female","No"
681,"2019-02-28 23:19:37.3660","2019-02-28 23:30:58.8620",43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,6333,"Subscriber",1959,"Male","No"
126,"2019-02-28 23:27:55.5900","2019-02-28 23:30:02.3850",140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,138,"Jersey St at Church St",37.7509004,-122.4274114,6085,"Subscriber",1981,"Male","No"
275,"2019-02-28 23:25:18.9140","2019-02-28 23:29:54.1680",74,"Laguna St at Hayes St",37.776434819204745,-122.42624402046204,43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,5525,"Subscriber",1982,"Male","Yes"
217,"2019-02-28 23:25:59.6640","2019-02-28 23:29:36.9080",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,266,"Parker St at Fulton St",37.8624644,-122.2647911,2647,"Subscriber",1997,"Male","No"
303,"2019-02-28 23:24:07.7110","2019-02-28 23:29:11.6190",182,"19th Street BART Station",37.8090126,-122.2682473,197,"El Embarcadero at Grand Ave",37.8088479,-122.2496799,5883,"Subscriber",1988,"Male","No"
113,"2019-02-28 23:26:28.3350","2019-02-28 23:28:21.6250",163,"Lake Merritt BART Station",37.7973195,-122.2653199,163,"Lake Merritt BART Station",37.7973195,-122.2653199,5414,"Subscriber",1975,"Male","No"
818,"2019-02-28 23:14:40.3620","2019-02-28 23:28:18.9100",119,"18th St at Noe St",37.7610471,-122.4326417,62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,5284,"Customer",1980,"Male","No"
371,"2019-02-28 23:21:37.8780","2019-02-28 23:27:48.9790",369,"Hyde St at Post St",37.78734902316596,-122.41665109992026,369,"Hyde St at Post St",37.78734902316596,-122.41665109992026,6404,"Subscriber",1990,"Male","No"
3001,"2019-02-28 22:37:41.4700","2019-02-28 23:27:43.3630",159,"24th St at Market St",37.8160598,-122.2782444,159,"24th St at Market St",37.8160598,-122.2782444,5471,"Subscriber",1998,"Female","Yes"
2973,"2019-02-28 22:38:07.4950","2019-02-28 23:27:40.8250",159,"24th St at Market St",37.8160598,-122.2782444,159,"24th St at Market St",37.8160598,-122.2782444,5702,"Subscriber",1993,"Female","Yes"
167,"2019-02-28 23:24:23.4010","2019-02-28 23:27:10.5380",254,"Vine St at Shattuck Ave",37.88022244590679,-122.26959228515624,244,"Shattuck Ave at Hearst Ave",37.87367621459825,-122.26848721504211,5689,"Subscriber",1992,"Male","Yes"
355,"2019-02-28 23:18:55.6910","2019-02-28 23:24:51.5630",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,6102,"Subscriber",1983,"Male","No"
1427,"2019-02-28 23:00:50.5190","2019-02-28 23:24:38.1720",53,"Grove St at Divisadero",37.775946,-122.4377775,369,"Hyde St at Post St",37.78734902316596,-122.41665109992026,6597,"Subscriber",1994,"Male","No"
266,"2019-02-28 23:16:14.4490","2019-02-28 23:20:41.3530",321,"5th St at Folsom",37.78014570345598,-122.40307085237873,60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,5091,"Subscriber",1992,"Male","No"
294,"2019-02-28 23:15:21.1130","2019-02-28 23:20:15.7980",356,"Valencia St at Clinton Park",37.769188178104585,-122.42228507995605,58,"Market St at 10th St",37.776619,-122.417385,5938,"Subscriber",1992,"Female","No"
137,"2019-02-28 23:17:17.9680","2019-02-28 23:19:35.8460",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,64,"5th St at Brannan St",37.7767539,-122.3990176,6520,"Subscriber",1990,"Male","No"
1218,"2019-02-28 22:59:11.3420","2019-02-28 23:19:29.6530",324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,386,"24th St at Bartlett St",37.752104984423575,-122.41972357034683,5914,"Subscriber",1980,"Male","No"
1087,"2019-02-28 23:01:18.4060","2019-02-28 23:19:25.8690",71,"Broderick St at Oak St",37.7730627,-122.4390777,145,"29th St at Church St",37.7436839,-122.4268059,5332,"Customer",1982,"Male","No"
73,"2019-02-28 23:17:06.4830","2019-02-28 23:18:19.7110",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,80,"Townsend St at 5th St",37.77523486860597,-122.39743709564209,5012,"Subscriber",1995,"Male","No"
175,"2019-02-28 23:15:09.9130","2019-02-28 23:18:05.7640",140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,132,"24th St at Chattanooga St",37.7518194,-122.4266139,5048,"Subscriber",1981,"Male","No"
2151,"2019-02-28 22:42:05.2150","2019-02-28 23:17:56.9670",78,"Folsom St at 9th St",37.7737172,-122.4116467,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,5411,"Subscriber",1972,"Male","No"
405,"2019-02-28 23:10:51.1970","2019-02-28 23:17:36.5560",250,"North Berkeley BART Station",37.873558,-122.283093,259,"Addison St at Fourth St",37.866249,-122.2993708,513,"Subscriber",1977,"Female","No"
1803,"2019-02-28 22:46:44.0940","2019-02-28 23:16:48.0920",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,9,"Broadway at Battery St",37.79857210846256,-122.40086898207666,6581,"Subscriber",1991,"Female","No"
145,"2019-02-28 23:13:31.2080","2019-02-28 23:15:56.4540",245,"Downtown Berkeley BART",37.870139,-122.268422,252,"Channing Way at Shattuck Ave",37.8658466,-122.2674431,3272,"Subscriber",1999,"Male","Yes"
5621,"2019-02-28 21:41:16.9000","2019-02-28 23:14:58.1860",252,"Channing Way at Shattuck Ave",37.8658466,-122.2674431,244,"Shattuck Ave at Hearst Ave",37.87367621459825,-122.26848721504211,5244,"Subscriber",1997,"Female","No"
1940,"2019-02-28 22:42:29.7890","2019-02-28 23:14:50.3510",377,"Fell St at Stanyan St",37.771916882623145,-122.45370447635652,50,"2nd St at Townsend St",37.780526,-122.390288,4424,"Subscriber",1987,"Female","No"
303,"2019-02-28 23:09:26.7390","2019-02-28 23:14:30.5620",71,"Broderick St at Oak St",37.7730627,-122.4390777,86,"Market St at Dolores St",37.7693053,-122.4268256,6194,"Subscriber",1989,"Male","No"
407,"2019-02-28 23:07:34.6480","2019-02-28 23:14:21.8160",254,"Vine St at Shattuck Ave",37.88022244590679,-122.26959228515624,266,"Parker St at Fulton St",37.8624644,-122.2647911,5785,"Subscriber",1996,"Male","No"
815,"2019-02-28 23:00:41.3160","2019-02-28 23:14:17.2110",53,"Grove St at Divisadero",37.775946,-122.4377775,133,"Valencia St at 22nd St",37.7552126,-122.4209752,5454,"Subscriber",1994,"Male","No"
229,"2019-02-28 23:09:20.1610","2019-02-28 23:13:10.0550",317,"San Salvador St at 9th St",37.333955,-121.877349,296,"5th St at Virginia St",37.3259984,-121.87712,4014,"Subscriber",1996,"Male","Yes"
497,"2019-02-28 23:04:52.1830","2019-02-28 23:13:09.7370",219,"Marston Campbell Park",37.8098236,-122.2801923,219,"Marston Campbell Park",37.8098236,-122.2801923,5879,"Subscriber",1992,"Female","Yes"
549,"2019-02-28 23:03:47.2740","2019-02-28 23:12:56.3920",274,"Oregon St at Adeline St",37.8575672,-122.2675583,258,"University Ave at Oxford St",37.8723555,-122.2664467,828,"Customer",1994,"Male","No"
261,"2019-02-28 23:08:25.2180","2019-02-28 23:12:46.4210",98,"Valencia St at 16th St",37.765052,-122.4218661,134,"Valencia St at 24th St",37.7524278,-122.4206278,5844,"Subscriber",1989,"Male","No"
805,"2019-02-28 22:58:55.6200","2019-02-28 23:12:21.4420",77,"11th St at Natoma St",37.7735069,-122.4160402,141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,6124,"Subscriber",1981,"Male","No"
124,"2019-02-28 23:10:05.0600","2019-02-28 23:12:09.9180",140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,132,"24th St at Chattanooga St",37.7518194,-122.4266139,4714,"Subscriber",1981,"Male","No"
511,"2019-02-28 23:02:09.7270","2019-02-28 23:10:41.3080",129,"Harrison St at 20th St",37.758862,-122.412544,141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,4972,"Subscriber",1991,"Male","No"
417,"2019-02-28 23:02:55.6230","2019-02-28 23:09:52.7930",310,"San Fernando St at 4th St",37.335885,-121.88566,305,"Ryland Park",37.342725,-121.895617,1701,"Subscriber",1995,"Male","Yes"
579,"2019-02-28 22:59:33.8210","2019-02-28 23:09:13.0900",113,"Franklin Square",37.764555,-122.410345,144,"Precita Park",37.7472996,-122.4114029,4639,"Subscriber",1982,"Female","No"
259,"2019-02-28 23:04:23.3450","2019-02-28 23:08:42.3770",253,"Haste St at College Ave",37.86641794050319,-122.25379943847655,267,"Derby St at College Ave",37.8618037,-122.2535687,5894,"Subscriber",1998,"Male","No"
341,"2019-02-28 23:02:54.2230","2019-02-28 23:08:35.4410",386,"24th St at Bartlett St",37.752104984423575,-122.41972357034683,137,"Jersey St at Castro St",37.750506,-122.4339496,5576,"Customer",1992,"Male","No"
555,"2019-02-28 22:58:18.2850","2019-02-28 23:07:33.6270",95,"Sanchez St at 15th St",37.7662185,-122.4310597,77,"11th St at Natoma St",37.7735069,-122.4160402,6476,"Subscriber",1991,"Female","No"
575,"2019-02-28 22:57:55.2020","2019-02-28 23:07:30.9380",95,"Sanchez St at 15th St",37.7662185,-122.4310597,77,"11th St at Natoma St",37.7735069,-122.4160402,5436,"Subscriber",1991,"Male","No"
759,"2019-02-28 22:54:50.0750","2019-02-28 23:07:29.2290",183,"Telegraph Ave at 19th St",37.8087021,-122.2699271,209,"45th St at MLK Jr Way",37.8335577,-122.2674183,2732,"Subscriber",1969,"Female","No"
371,"2019-02-28 23:01:15.0770","2019-02-28 23:07:26.4590",58,"Market St at 10th St",37.776619,-122.417385,98,"Valencia St at 16th St",37.765052,-122.4218661,6435,"Subscriber",1994,"Male","No"
542,"2019-02-28 22:58:06.6280","2019-02-28 23:07:09.5080",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,1936,"Subscriber",1995,"Male","No"
458,"2019-02-28 22:59:22.1640","2019-02-28 23:07:01.0460",121,"Mission Playground",37.7592103,-122.4213392,137,"Jersey St at Castro St",37.750506,-122.4339496,5265,"Subscriber",1989,"Male","No"
150,"2019-02-28 23:04:06.1850","2019-02-28 23:06:36.6840",140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,132,"24th St at Chattanooga St",37.7518194,-122.4266139,5185,"Subscriber",1981,"Male","No"
376,"2019-02-28 23:00:05.2230","2019-02-28 23:06:21.5150",58,"Market St at 10th St",37.776619,-122.417385,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,5731,"Subscriber",1982,"Male","No"
1612,"2019-02-28 22:38:43.6200","2019-02-28 23:05:36.2440",137,"Jersey St at Castro St",37.750506,-122.4339496,133,"Valencia St at 22nd St",37.7552126,-122.4209752,6299,"Customer",1988,"Female","No"
1622,"2019-02-28 22:38:29.0060","2019-02-28 23:05:31.0570",137,"Jersey St at Castro St",37.750506,-122.4339496,133,"Valencia St at 22nd St",37.7552126,-122.4209752,5316,"Customer",1984,"Female","No"
230,"2019-02-28 23:01:06.1640","2019-02-28 23:04:56.7600",73,"Pierce St at Haight St",37.7717933,-122.4337079,119,"18th St at Noe St",37.7610471,-122.4326417,6321,"Subscriber",1963,"Male","No"
136,"2019-02-28 23:01:46.5310","2019-02-28 23:04:03.1260",176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,192,"37th St at West St",37.82669558640968,-122.27179706096648,5085,"Subscriber",1993,"Male","No"
851,"2019-02-28 22:49:32.6670","2019-02-28 23:03:44.1760",197,"El Embarcadero at Grand Ave",37.8088479,-122.2496799,195,"Bay Pl at Vernon St",37.81231409135146,-122.26077854633331,1107,"Subscriber",1987,"Male","No"
518,"2019-02-28 22:55:02.3040","2019-02-28 23:03:41.0100",136,"23rd St at San Bruno Ave",37.7544356,-122.4043639,360,"Newhall St at 3rd St",37.73857187126725,-122.38961778581141,4648,"Subscriber",1988,"Male","No"
